incident_id,created_date,resolved_date,priority,severity,status,category,sub_category,assignment_group,resolver,sla_target_hours,resolution_time_hours,reopened_flag,sla_breach_flag,customer_id,ticket_subject,ticket_description,resolution,customer_satisfaction_rating
INC113551,15:00.0,NULL,P3,Medium,Pending Input,Network,Connectivity,Network Team,Amit,72,NULL,0,NULL,CUST00674,Azure VM Down,User reported azure vm down.,NULL,NULL
INC113552,46:00.0,NULL,P4,Low,Open,Security,Access,Security Team,Ravi,60,NULL,0,NULL,CUST03265,Email Delivery Delay,User reported email delivery delay.,NULL,NULL
INC113553,58:00.0,51:24.0,P3,Medium,Resolved,Software,Installation,Desktop Team,Priya,72,41.88999939,0,0,CUST01010,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,NULL
INC113554,22:00.0,34:36.0,P4,Low,Closed,Access,Password,IAM Team,Ankit,60,29.20999908,0,0,CUST04494,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,5
INC113555,08:00.0,NULL,P3,Medium,Open,Network,Connectivity,Network Team,Rahul,72,NULL,0,NULL,CUST04611,SAP Login Failure,User reported sap login failure.,NULL,NULL
INC113556,58:00.0,31:00.0,P2,High,Closed,Security,Access,Security Team,Priya,48,34.54999924,0,0,CUST04745,Application Crash,User reported application crash.,Resolved application crash after investigation.,5
INC113557,10:00.0,NULL,P3,Medium,Open,Database,SQL,DB Team,David,72,NULL,0,NULL,CUST01207,Email Delivery Delay,User reported email delivery delay.,NULL,NULL
INC113558,53:00.0,24:12.0,P2,High,Closed,Backup,Restore,Infra Team,Vikas,48,29.52000046,0,0,CUST02870,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,3
INC113559,31:00.0,04:36.0,P3,Medium,Closed,Network,Connectivity,Network Team,Vikas,72,48.56000137,0,0,CUST00652,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,2
INC113560,16:00.0,51:24.0,P3,Medium,Closed,Software,Installation,Desktop Team,Ankit,72,50.59000015,1,0,CUST01620,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,4
INC113561,34:00.0,23:48.0,P4,Low,Closed,Backup,Restore,Infra Team,Vikas,60,23.82999992,0,0,CUST00754,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,5
INC113562,31:00.0,NULL,P3,Medium,Open,Access,Password,IAM Team,Amit,72,NULL,0,NULL,CUST03577,Application Crash,User reported application crash.,NULL,NULL
INC113563,21:00.0,04:48.0,P4,Low,Closed,Software,Installation,Desktop Team,Sneha,60,36.72999954,0,0,CUST01247,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,5
INC113564,36:00.0,NULL,P2,High,Open,Application,ERP,App Team,Rahul,48,NULL,0,NULL,CUST00999,Printer Offline,User reported printer offline.,NULL,NULL
INC113565,26:00.0,12:12.0,P1,Critical,Closed,Network,Connectivity,Network Team,Ravi,24,12.77000046,0,0,CUST02260,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,1
INC113566,42:00.0,51:00.0,P2,High,Closed,Network,Connectivity,Network Team,Vikas,48,19.14999962,0,0,CUST04604,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,4
INC113567,48:00.0,43:12.0,P4,Low,Closed,Hardware,Laptop,Desktop Team,Vikas,60,26.92000008,0,0,CUST00202,Password Reset,User reported password reset.,Resolved password reset after investigation.,3
INC113568,38:00.0,32:36.0,P1,Critical,Resolved,Application,ERP,App Team,Sneha,24,11.90999985,1,0,CUST02758,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,NULL
INC113569,12:00.0,55:12.0,P3,Medium,Resolved,Security,Access,Security Team,Ankit,72,36.72000122,1,0,CUST00494,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,NULL
INC113570,19:00.0,NULL,P3,Medium,Open,Network,Connectivity,Network Team,Neha,72,NULL,0,NULL,CUST03117,Firewall Rule Request,User reported firewall rule request.,NULL,NULL
INC113571,12:00.0,15:36.0,P4,Low,Closed,Hardware,Laptop,Desktop Team,David,60,22.05999947,1,0,CUST04978,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,5
INC113572,25:00.0,NULL,P3,Medium,Open,Software,Installation,Desktop Team,David,72,NULL,1,NULL,CUST00138,Password Reset,User reported password reset.,NULL,NULL
INC113573,05:00.0,NULL,P3,Medium,Open,Software,Installation,Desktop Team,Ankit,72,NULL,1,NULL,CUST02877,Firewall Rule Request,User reported firewall rule request.,NULL,NULL
INC113574,25:00.0,31:36.0,P2,High,Closed,Application,ERP,App Team,David,48,26.11000061,0,0,CUST03530,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,5
INC113575,52:00.0,NULL,P1,Critical,Open,Security,Access,Security Team,David,24,NULL,0,NULL,CUST02343,Application Crash,User reported application crash.,NULL,NULL
INC113576,08:00.0,38:00.0,P2,High,Closed,Security,Access,Security Team,Neha,48,19.5,0,0,CUST03467,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,5
INC113577,47:00.0,48:48.0,P4,Low,Closed,Network,Connectivity,Network Team,Neha,60,37.02999878,0,0,CUST00441,High CPU Usage,User reported high cpu usage.,Resolved high cpu usage after investigation.,3
INC113578,34:00.0,NULL,P2,High,Pending Input,Hardware,Laptop,Desktop Team,Priya,48,NULL,1,NULL,CUST04956,High CPU Usage,User reported high cpu usage.,NULL,NULL
INC113579,29:00.0,NULL,P4,Low,Open,Hardware,Laptop,Desktop Team,Neha,60,NULL,1,NULL,CUST01299,SAP Login Failure,User reported sap login failure.,NULL,NULL
INC113580,50:00.0,14:36.0,P2,High,Closed,Hardware,Laptop,Desktop Team,Rahul,48,24.40999985,0,0,CUST04624,Application Crash,User reported application crash.,Resolved application crash after investigation.,3
INC113581,19:00.0,20:12.0,P3,Medium,Closed,Email,Outlook,Messaging Team,Neha,72,40.02000046,0,0,CUST00905,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,5
INC113582,08:00.0,NULL,P3,Medium,Open,Access,Password,IAM Team,Vikas,72,NULL,0,NULL,CUST03006,Database Timeout,User reported database timeout.,NULL,NULL
INC113583,23:00.0,01:24.0,P4,Low,Resolved,Backup,Restore,Infra Team,Amit,60,27.63999939,0,0,CUST01477,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,NULL
INC113584,19:00.0,NULL,P4,Low,Open,Software,Installation,Desktop Team,John,60,NULL,0,NULL,CUST00830,SAP Login Failure,User reported sap login failure.,NULL,NULL
INC113585,10:00.0,NULL,P3,Medium,Open,Network,Connectivity,Network Team,John,72,NULL,0,NULL,CUST01554,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC113586,55:00.0,04:00.0,P2,High,Closed,Application,ERP,App Team,Priya,48,32.15000153,0,0,CUST03665,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,5
INC113587,54:00.0,38:24.0,P2,High,Closed,Database,SQL,DB Team,Amit,48,26.73999977,0,0,CUST02576,Password Reset,User reported password reset.,Resolved password reset after investigation.,4
INC113588,53:00.0,NULL,P1,Critical,Open,Network,Connectivity,Network Team,Ravi,24,NULL,0,NULL,CUST04702,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC113589,39:00.0,58:12.0,P4,Low,Closed,Hardware,Laptop,Desktop Team,Rahul,60,37.31999969,0,0,CUST01753,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,4
INC113590,05:00.0,00:12.0,P1,Critical,Closed,Database,SQL,DB Team,John,24,10.92000008,0,0,CUST01033,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,5
INC113591,51:00.0,02:24.0,P3,Medium,Closed,Hardware,Laptop,Desktop Team,David,72,44.18999863,0,0,CUST04626,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,5
INC113592,07:00.0,20:12.0,P2,High,Resolved,Cloud,Azure,Cloud Team,Ankit,48,18.21999931,0,0,CUST02075,High CPU Usage,User reported high cpu usage.,Resolved high cpu usage after investigation.,NULL
INC113593,12:00.0,55:12.0,P1,Critical,Closed,Cloud,Azure,Cloud Team,David,24,10.72000027,0,0,CUST03741,High CPU Usage,User reported high cpu usage.,Resolved high cpu usage after investigation.,5
INC113594,28:00.0,31:36.0,P2,High,Resolved,Backup,Restore,Infra Team,Vikas,48,27.05999947,1,0,CUST00081,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,NULL
INC113595,43:00.0,00:24.0,P3,Medium,Closed,Access,Password,IAM Team,Ankit,72,45.29000092,0,0,CUST00026,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,5
INC113596,26:00.0,NULL,P2,High,Open,Network,Connectivity,Network Team,Vikas,48,NULL,0,NULL,CUST04196,SAP Login Failure,User reported sap login failure.,NULL,NULL
INC113597,10:00.0,26:48.0,P2,High,Closed,Security,Access,Security Team,Neha,48,31.28000069,0,0,CUST01233,Application Crash,User reported application crash.,Resolved application crash after investigation.,5
INC113598,54:00.0,14:24.0,P1,Critical,Resolved,Network,Connectivity,Network Team,Ankit,24,15.34000015,0,0,CUST02026,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,NULL
INC113599,09:00.0,24:00.0,P2,High,Closed,Software,Installation,Desktop Team,Amit,48,17.25,0,0,CUST03349,Password Reset,User reported password reset.,Resolved password reset after investigation.,4
INC113600,58:00.0,NULL,P4,Low,Open,Email,Outlook,Messaging Team,Amit,60,NULL,0,NULL,CUST01559,Email Delivery Delay,User reported email delivery delay.,NULL,NULL
INC113601,12:00.0,NULL,P4,Low,Pending Input,Backup,Restore,Infra Team,Ankit,60,NULL,0,NULL,CUST04266,Application Crash,User reported application crash.,NULL,NULL
INC113602,58:00.0,49:00.0,P2,High,Closed,Backup,Restore,Infra Team,John,48,18.85000038,0,0,CUST03682,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,3
INC113603,34:00.0,51:24.0,P3,Medium,Resolved,Hardware,Laptop,Desktop Team,Ravi,72,31.29000092,0,0,CUST01709,Application Crash,User reported application crash.,Resolved application crash after investigation.,NULL
INC113604,21:00.0,25:12.0,P2,High,Resolved,Network,Connectivity,Network Team,Vikas,48,17.06999969,0,0,CUST04115,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,NULL
INC113605,21:00.0,NULL,P4,Low,Pending Input,Backup,Restore,Infra Team,Priya,60,NULL,0,NULL,CUST04468,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC113606,40:00.0,37:36.0,P2,High,Resolved,Database,SQL,DB Team,Vikas,48,29.95999908,0,0,CUST00902,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,NULL
INC113607,02:00.0,NULL,P3,Medium,Open,Security,Access,Security Team,Vikas,72,NULL,0,NULL,CUST04551,Printer Offline,User reported printer offline.,NULL,NULL
INC113608,48:00.0,35:24.0,P2,High,Resolved,Hardware,Laptop,Desktop Team,John,48,18.79000092,0,0,CUST02920,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,NULL
INC113609,38:00.0,32:00.0,P3,Medium,Closed,Database,SQL,DB Team,Neha,72,41.90000153,0,0,CUST02620,Password Reset,User reported password reset.,Resolved password reset after investigation.,4
INC113610,38:00.0,NULL,P4,Low,Pending Input,Security,Access,Security Team,Vikas,60,NULL,0,NULL,CUST03600,Password Reset,User reported password reset.,NULL,NULL
INC113611,52:00.0,27:24.0,P3,Medium,Closed,Backup,Restore,Infra Team,David,72,49.59000015,0,0,CUST02974,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,5
INC113612,32:00.0,42:12.0,P2,High,Closed,Hardware,Laptop,Desktop Team,Ravi,48,31.17000008,0,0,CUST04725,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,5
INC113613,16:00.0,07:00.0,P4,Low,Closed,Access,Password,IAM Team,John,60,23.85000038,0,0,CUST00418,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,5
INC113614,16:00.0,17:12.0,P4,Low,Resolved,Hardware,Laptop,Desktop Team,Vikas,60,40.02000046,1,0,CUST01206,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,NULL
INC113615,45:00.0,42:36.0,P2,High,Closed,Cloud,Azure,Cloud Team,Neha,48,29.95999908,0,0,CUST00017,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,5
INC113616,13:00.0,NULL,P4,Low,Pending Input,Network,Connectivity,Network Team,Vikas,60,NULL,0,NULL,CUST02446,Password Reset,User reported password reset.,NULL,NULL
INC113617,49:00.0,NULL,P2,High,Pending Engineering,Network,Connectivity,Network Team,Ankit,48,NULL,0,NULL,CUST04528,Password Reset,User reported password reset.,NULL,NULL
INC113618,52:00.0,48:24.0,P3,Medium,Resolved,Access,Password,IAM Team,David,72,43.93999863,0,0,CUST02618,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,NULL
INC113619,57:00.0,24:00.0,P2,High,Closed,Database,SQL,DB Team,Vikas,48,27.45000076,0,0,CUST00310,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,4
INC113620,00:00.0,01:12.0,P3,Medium,Resolved,Cloud,Azure,Cloud Team,Neha,72,31.02000046,0,0,CUST02466,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,NULL
INC113621,47:00.0,08:36.0,P2,High,Resolved,Security,Access,Security Team,Amit,48,30.36000061,0,0,CUST00909,Application Crash,User reported application crash.,Resolved application crash after investigation.,NULL
INC113622,00:00.0,12:00.0,P3,Medium,Closed,Application,ERP,App Team,Neha,72,53.20000076,1,0,CUST03712,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,5
INC113623,57:00.0,NULL,P2,High,Pending Engineering,Backup,Restore,Infra Team,Priya,48,NULL,1,NULL,CUST03231,High CPU Usage,User reported high cpu usage.,NULL,NULL
INC113624,54:00.0,NULL,P3,Medium,Pending Input,Backup,Restore,Infra Team,Sneha,72,NULL,0,NULL,CUST03712,Password Reset,User reported password reset.,NULL,NULL
INC113625,42:00.0,25:12.0,P3,Medium,Resolved,Security,Access,Security Team,Ankit,72,41.72000122,0,0,CUST03701,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,NULL
INC113626,37:00.0,NULL,P3,Medium,Open,Software,Installation,Desktop Team,John,72,NULL,0,NULL,CUST04943,SAP Login Failure,User reported sap login failure.,NULL,NULL
INC113627,28:00.0,20:12.0,P3,Medium,Closed,Email,Outlook,Messaging Team,Priya,72,40.86999893,0,0,CUST04600,Application Crash,User reported application crash.,Resolved application crash after investigation.,4
INC113628,44:00.0,NULL,P3,Medium,Open,Security,Access,Security Team,Sneha,72,NULL,0,NULL,CUST04501,Email Delivery Delay,User reported email delivery delay.,NULL,NULL
INC113629,10:00.0,NULL,P3,Medium,Open,Network,Connectivity,Network Team,Vikas,72,NULL,1,NULL,CUST02255,SAP Login Failure,User reported sap login failure.,NULL,NULL
INC113630,19:00.0,11:48.0,P2,High,Resolved,Application,ERP,App Team,Ravi,48,30.87999916,0,0,CUST00108,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,NULL
INC113631,13:00.0,NULL,P2,High,Open,Backup,Restore,Infra Team,John,48,NULL,1,NULL,CUST03683,Email Delivery Delay,User reported email delivery delay.,NULL,NULL
INC113632,51:00.0,NULL,P3,Medium,Pending Engineering,Network,Connectivity,Network Team,Sneha,72,NULL,1,NULL,CUST00539,Password Reset,User reported password reset.,NULL,NULL
INC113633,39:00.0,NULL,P4,Low,Pending Input,Email,Outlook,Messaging Team,Priya,60,NULL,0,NULL,CUST02812,SAP Login Failure,User reported sap login failure.,NULL,NULL
INC113634,50:00.0,NULL,P3,Medium,Open,Backup,Restore,Infra Team,David,72,NULL,0,NULL,CUST01958,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC113635,52:00.0,43:00.0,P4,Low,Resolved,Cloud,Azure,Cloud Team,Rahul,60,65.84999847,0,1,CUST02926,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,NULL
INC113636,26:00.0,34:24.0,P3,Medium,Resolved,Hardware,Laptop,Desktop Team,Amit,72,38.13999939,0,0,CUST04390,Application Crash,User reported application crash.,Resolved application crash after investigation.,NULL
INC113637,17:00.0,41:36.0,P3,Medium,Resolved,Email,Outlook,Messaging Team,Rahul,72,53.40999985,0,0,CUST00474,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,NULL
INC113638,45:00.0,06:36.0,P2,High,Closed,Network,Connectivity,Network Team,Amit,48,34.36000061,1,0,CUST01358,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,5
INC113639,40:00.0,17:48.0,P4,Low,Closed,Email,Outlook,Messaging Team,Neha,60,21.62999916,0,0,CUST01973,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,3
INC113640,57:00.0,42:36.0,P3,Medium,Closed,Cloud,Azure,Cloud Team,Vikas,72,35.75999832,0,0,CUST02250,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,4
INC113641,46:00.0,NULL,P4,Low,Open,Network,Connectivity,Network Team,Ankit,60,NULL,0,NULL,CUST02036,Firewall Rule Request,User reported firewall rule request.,NULL,NULL
INC113642,35:00.0,NULL,P1,Critical,Open,Network,Connectivity,Network Team,Ankit,24,NULL,0,NULL,CUST03941,Email Delivery Delay,User reported email delivery delay.,NULL,NULL
INC113643,59:00.0,33:12.0,P2,High,Closed,Software,Installation,Desktop Team,John,48,49.56999969,0,1,CUST00704,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,5
INC113644,21:00.0,13:12.0,P4,Low,Closed,Application,ERP,App Team,Rahul,60,34.86999893,1,0,CUST04171,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,4
INC113645,38:00.0,06:48.0,P3,Medium,Closed,Access,Password,IAM Team,Ankit,72,30.47999954,1,0,CUST04705,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,3
INC113646,56:00.0,NULL,P2,High,Pending Engineering,Database,SQL,DB Team,Rahul,48,NULL,0,NULL,CUST04977,Database Timeout,User reported database timeout.,NULL,NULL
INC113647,24:00.0,NULL,P1,Critical,Open,Cloud,Azure,Cloud Team,John,24,NULL,1,NULL,CUST01049,Application Crash,User reported application crash.,NULL,NULL
INC113648,49:00.0,52:36.0,P3,Medium,Closed,Application,ERP,App Team,Ravi,72,37.06000137,0,0,CUST04322,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,3
INC113649,43:00.0,51:24.0,P2,High,Closed,Cloud,Azure,Cloud Team,Rahul,48,26.13999939,0,0,CUST01485,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,3
INC113650,06:00.0,54:36.0,P2,High,Closed,Application,ERP,App Team,Rahul,48,22.80999947,1,0,CUST03478,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,5
INC113651,31:00.0,NULL,P3,Medium,Pending Input,Access,Password,IAM Team,Priya,72,NULL,0,NULL,CUST01141,Printer Offline,User reported printer offline.,NULL,NULL
INC113652,17:00.0,59:00.0,P4,Low,Closed,Software,Installation,Desktop Team,Amit,60,35.70000076,0,0,CUST00518,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,5
INC113653,05:00.0,02:00.0,P3,Medium,Resolved,Software,Installation,Desktop Team,Sneha,72,33.95000076,0,0,CUST00630,Application Crash,User reported application crash.,Resolved application crash after investigation.,NULL
INC113654,06:00.0,NULL,P1,Critical,Pending Input,Network,Connectivity,Network Team,Vikas,24,NULL,1,NULL,CUST04052,Email Delivery Delay,User reported email delivery delay.,NULL,NULL
INC113655,10:00.0,15:24.0,P3,Medium,Resolved,Access,Password,IAM Team,Ravi,72,42.09000015,0,0,CUST02428,Application Crash,User reported application crash.,Resolved application crash after investigation.,NULL
INC113656,35:00.0,NULL,P1,Critical,Open,Access,Password,IAM Team,Sneha,24,NULL,0,NULL,CUST02009,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC113657,20:00.0,30:12.0,P3,Medium,Closed,Email,Outlook,Messaging Team,Ravi,72,50.16999817,1,0,CUST02408,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,4
INC113658,35:00.0,27:48.0,P2,High,Closed,Email,Outlook,Messaging Team,Priya,48,31.87999916,0,0,CUST00374,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,4
INC113659,51:00.0,48:00.0,P4,Low,Resolved,Network,Connectivity,Network Team,Priya,60,37.95000076,0,0,CUST03089,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,NULL
INC113660,00:00.0,21:36.0,P3,Medium,Closed,Cloud,Azure,Cloud Team,David,72,28.36000061,0,0,CUST01248,Application Crash,User reported application crash.,Resolved application crash after investigation.,4
INC113661,43:00.0,49:00.0,P2,High,Closed,Network,Connectivity,Network Team,Ankit,48,30.10000038,0,0,CUST00982,Azure VM Down,User reported azure vm down.,Resolved azure vm down after investigation.,5
INC113662,10:00.0,NULL,P2,High,Pending Input,Hardware,Laptop,Desktop Team,John,48,NULL,0,NULL,CUST00093,Application Crash,User reported application crash.,NULL,NULL
INC113663,45:00.0,31:48.0,P1,Critical,Closed,Application,ERP,App Team,Amit,24,17.78000069,1,0,CUST01261,Application Crash,User reported application crash.,Resolved application crash after investigation.,4
INC113664,05:00.0,NULL,P2,High,Pending Input,Access,Password,IAM Team,David,48,NULL,0,NULL,CUST00553,Database Timeout,User reported database timeout.,NULL,NULL
INC113665,08:00.0,03:12.0,P3,Medium,Closed,Software,Installation,Desktop Team,Amit,72,39.91999817,0,0,CUST02353,Password Reset,User reported password reset.,Resolved password reset after investigation.,5
INC113666,03:00.0,27:36.0,P2,High,Resolved,Software,Installation,Desktop Team,David,48,28.40999985,0,0,CUST02774,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,NULL
INC113667,13:00.0,17:48.0,P4,Low,Closed,Cloud,Azure,Cloud Team,John,60,38.08000183,0,0,CUST01803,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,5
INC113668,45:00.0,27:36.0,P3,Medium,Resolved,Hardware,Laptop,Desktop Team,Ankit,72,45.70999908,0,0,CUST01763,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,NULL
INC113669,16:00.0,43:36.0,P3,Medium,Resolved,Hardware,Laptop,Desktop Team,Rahul,72,51.45999908,1,0,CUST04614,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,NULL
INC113670,09:00.0,03:00.0,P2,High,Resolved,Network,Connectivity,Network Team,Ankit,48,28.89999962,1,0,CUST02840,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,NULL
INC113671,45:00.0,56:24.0,P3,Medium,Resolved,Network,Connectivity,Network Team,John,72,28.19000053,1,0,CUST01508,Email Delivery Delay,User reported email delivery delay.,Resolved email delivery delay after investigation.,NULL
INC113672,31:00.0,NULL,P3,Medium,Open,Software,Installation,Desktop Team,Priya,72,NULL,0,NULL,CUST04490,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC113673,08:00.0,NULL,P3,Medium,Open,Security,Access,Security Team,Amit,72,NULL,0,NULL,CUST01508,Email Delivery Delay,User reported email delivery delay.,NULL,NULL
INC113674,30:00.0,NULL,P3,Medium,Open,Application,ERP,App Team,Vikas,72,NULL,0,NULL,CUST01830,Database Timeout,User reported database timeout.,NULL,NULL
INC113675,01:00.0,32:12.0,P3,Medium,Closed,Cloud,Azure,Cloud Team,John,72,51.52000046,0,0,CUST02032,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,2
INC113676,37:00.0,34:36.0,P2,High,Closed,Application,ERP,App Team,Neha,48,30.95999908,0,0,CUST04317,High CPU Usage,User reported high cpu usage.,Resolved high cpu usage after investigation.,5
INC113677,31:00.0,37:00.0,P4,Low,Closed,Application,ERP,App Team,Rahul,60,24.10000038,0,0,CUST02277,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,4
INC113678,53:00.0,24:48.0,P2,High,Closed,Access,Password,IAM Team,Ravi,48,35.52999878,0,0,CUST04101,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,4
INC113679,16:00.0,49:00.0,P3,Medium,Closed,Hardware,Laptop,Desktop Team,Ankit,72,49.54999924,0,0,CUST01769,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,3
INC113680,42:00.0,NULL,P1,Critical,Open,Security,Access,Security Team,Rahul,24,NULL,0,NULL,CUST03929,Database Timeout,User reported database timeout.,NULL,NULL
INC113681,38:00.0,06:48.0,P2,High,Closed,Application,ERP,App Team,Sneha,48,32.47999954,1,0,CUST00681,Password Reset,User reported password reset.,Resolved password reset after investigation.,4
INC113682,42:00.0,52:48.0,P3,Medium,Closed,Software,Installation,Desktop Team,Vikas,72,44.18000031,0,0,CUST03837,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,5
INC113683,22:00.0,17:12.0,P3,Medium,Resolved,Backup,Restore,Infra Team,Ankit,72,47.91999817,0,0,CUST02987,High CPU Usage,User reported high cpu usage.,Resolved high cpu usage after investigation.,NULL
INC113684,57:00.0,NULL,P2,High,Open,Backup,Restore,Infra Team,Ankit,48,NULL,1,NULL,CUST03824,Printer Offline,User reported printer offline.,NULL,NULL
INC113685,55:00.0,50:12.0,P2,High,Closed,Hardware,Laptop,Desktop Team,Ankit,48,28.92000008,0,0,CUST02220,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,5
INC113686,40:00.0,NULL,P2,High,Pending Engineering,Network,Connectivity,Network Team,Ankit,48,NULL,1,NULL,CUST04665,Azure VM Down,User reported azure vm down.,NULL,NULL
INC113687,55:00.0,NULL,P3,Medium,Open,Hardware,Laptop,Desktop Team,Amit,72,NULL,0,NULL,CUST02290,SAP Login Failure,User reported sap login failure.,NULL,NULL
INC113688,53:00.0,32:00.0,P3,Medium,Closed,Cloud,Azure,Cloud Team,Ankit,72,42.65000153,0,0,CUST00939,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,5
INC113689,36:00.0,56:24.0,P4,Low,Closed,Cloud,Azure,Cloud Team,Vikas,60,23.34000015,0,0,CUST02223,High CPU Usage,User reported high cpu usage.,Resolved high cpu usage after investigation.,5
INC113690,40:00.0,59:48.0,P2,High,Closed,Hardware,Laptop,Desktop Team,David,48,30.32999992,0,0,CUST03029,SAP Login Failure,User reported sap login failure.,Resolved sap login failure after investigation.,5
INC113691,50:00.0,06:12.0,P4,Low,Closed,Database,SQL,DB Team,Vikas,60,43.27000046,0,0,CUST01165,Printer Offline,User reported printer offline.,Resolved printer offline after investigation.,4
INC113692,40:00.0,23:12.0,P3,Medium,Closed,Cloud,Azure,Cloud Team,Ravi,72,33.72000122,1,0,CUST02216,Firewall Rule Request,User reported firewall rule request.,Resolved firewall rule request after investigation.,4
INC113693,47:00.0,18:12.0,P3,Medium,Closed,Software,Installation,Desktop Team,Rahul,72,31.52000046,0,0,CUST03298,Database Timeout,User reported database timeout.,Resolved database timeout after investigation.,5
INC113694,20:00.0,NULL,P4,Low,Pending Input,Access,Password,IAM Team,Priya,60,NULL,0,NULL,CUST02716,VPN Connection Failure,User reported vpn connection failure.,NULL,NULL
INC113695,05:00.0,23:00.0,P4,Low,Closed,Cloud,Azure,Cloud Team,Amit,60,61.29999924,0,1,CUST04847,VPN Connection Failure,User reported vpn connection failure.,Resolved vpn connection failure after investigation.,4
